id,dataset_id,name,location,extension,size,description,date_stamp,format_id,type_id,code,index4blast,download_count,alternative_location
465,5,Parrot.k31.SeedLengthDistribution.txt,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100039/Assembly-2011/Parrot.k31/Parrot.k31.SeedLengthDistribution.txt,txt,26777,"",2012-09-11,1,7,A. vittata,,0,
466,5,Parrot.k31.SequencePartition.txt,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100039/Assembly-2011/Parrot.k31/Parrot.k31.SequencePartition.txt,txt,7993,"",2012-09-11,1,7,A. vittata,,0,
467,5,Parrot.k31.degreeDistribution.txt,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100039/Assembly-2011/Parrot.k31/Parrot.k31.degreeDistribution.txt,txt,699,"",2012-09-11,1,7,A. vittata,,0,
468,5,DATABASE.DATA.Repeats_to_scaffolds.txt,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100039/DATABASE.DATA.Repeats_to_scaffolds.txt,txt,33794706,"",2012-09-14,1,7,A. vittata,,2,
469,5,DATABASE.ANNOTATION.repeats_to_scaffolds.xlsx,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100039/DATABASE.ANNOTATION.repeats_to_scaffolds.xlsx,xlsx,57057997,"",2012-09-14,4,7,A. vittata,,3,
663,8,readme.txt,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100006/readme.txt,txt,138,"",2011-07-06,1,1,"",,8,
664,8,Pygoscelis_adeliae.scaf.fa.gz,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100006/Pygoscelis_adeliae.scaf.fa.gz,fa,367639441,"",2011-07-06,2,132,Pygoscelis_adeliae,,8,
665,9,readme.txt,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/readme.txt,txt,2073,"",2011-11-12,1,1,,,0,
667,9,PHO.0903.gene.rmBac.gff.gz,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/PHO.0903.gene.rmBac.gff.gz,gz,2009932,GFF3 format annotation file of genome assembly,2014-08-21,5,6,PHO,,1,
668,9,PHO.0903.gene.rmBac.cds.gz,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/PHO.0903.gene.rmBac.cds.gz,gz,9867586,coding region predictions on genome assembly,2014-08-21,2,4,PHO,,1,
669,9,PHO.0903.gene.rmBac.pep.gz,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/PHO.0903.gene.rmBac.pep.gz,gz,6356584,amino acid translationed sequences from coding region predictions in genomic assembly,2014-08-21,2,5,PHO,,0,
670,9,100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_1.fq.gz,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/031FE02AADFCCPEI-7/100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_1.fq.gz,fq,1194184682,"",2011-11-12,7,9,PHO,,0,
671,9,100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_2.fq.gz,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/031FE02AADFCCPEI-7/100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_2.fq.gz,fq,1212583526,"",2011-11-12,7,9,PHO,,0,
672,9,InsertSize.txt,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/031FE02AADFCCPEI-7/InsertSize.txt,txt,148,"",2011-11-12,1,9,PHO,,0,
673,9,100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_1.fq.gz.clean.dup.clean,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/031FE02AADFCCPEI-7/031FE02AADFCCPEI-7_40k/031FE02AADFCCPEI-7/100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_1.fq.gz.clean.dup.clean,fq,394076769,"",2011-11-12,7,9,PHO,,0,
674,9,100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_1.fq.gz.clean.dup.stat,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/031FE02AADFCCPEI-7/031FE02AADFCCPEI-7_40k/031FE02AADFCCPEI-7/100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_1.fq.gz.clean.dup.stat,stat,78,"",2011-11-12,6,9,PHO,,0,
675,9,100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_1.fq.gz.reads.stat,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/031FE02AADFCCPEI-7/031FE02AADFCCPEI-7_40k/031FE02AADFCCPEI-7/100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_1.fq.gz.reads.stat,stat,201,"",2011-11-12,6,9,PHO,,0,
676,9,100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_2.fq.gz.clean.dup.clean,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/031FE02AADFCCPEI-7/031FE02AADFCCPEI-7_40k/031FE02AADFCCPEI-7/100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_2.fq.gz.clean.dup.clean,fq,394076769,"",2011-11-12,7,9,PHO,,0,
677,9,100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_1.fq.gz,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/031FE02AADFCCPEI-7/031FE02AADFCCPEI-7_40k/100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_1.fq.gz,fq,1194184682,"",2011-11-12,7,9,PHO,,0,
678,9,100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_2.fq.gz,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/031FE02AADFCCPEI-7/031FE02AADFCCPEI-7_40k/100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_2.fq.gz,fq,1212583526,"",2011-11-12,7,9,PHO,,0,
679,9,100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_1.fq.gz.clean.dup.clean,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/031FE02AADFCCPEI-7/031FE02AADFCCPEI-7_40k_2/031FE02AADFCCPEI-7/100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_1.fq.gz.clean.dup.clean,fq,404505525,"",2011-11-12,7,9,PHO,,0,
680,9,100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_1.fq.gz.clean.dup.stat,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/031FE02AADFCCPEI-7/031FE02AADFCCPEI-7_40k_2/031FE02AADFCCPEI-7/100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_1.fq.gz.clean.dup.stat,stat,79,"",2011-11-12,6,9,PHO,,0,
681,9,100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_1.fq.gz.reads.stat,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/031FE02AADFCCPEI-7/031FE02AADFCCPEI-7_40k_2/031FE02AADFCCPEI-7/100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_1.fq.gz.reads.stat,stat,200,"",2011-11-12,6,9,PHO,,0,
682,9,100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_2.fq.gz.clean.dup.clean,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/031FE02AADFCCPEI-7/031FE02AADFCCPEI-7_40k_2/031FE02AADFCCPEI-7/100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_2.fq.gz.clean.dup.clean,fq,404505525,"",2011-11-12,7,9,PHO,,0,
683,9,100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_1.fq.gz,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/031FE02AADFCCPEI-7/031FE02AADFCCPEI-7_40k_2/100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_1.fq.gz,fq,1194184682,"",2011-11-12,7,9,PHO,,0,
684,9,100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_2.fq.gz,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/031FE02AADFCCPEI-7/031FE02AADFCCPEI-7_40k_2/100624_I125_FC20238ABXX_L6_031FE02AADFCCPEI-7_2.fq.gz,fq,1212583526,"",2011-11-12,7,9,PHO,,0,
685,9,090625_I637_FC42CLMAAXX_L6_PHOlcpDAADEAAPE.base.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEAAPE/090625_I637_FC42CLMAAXX_L6_PHOlcpDAADEAAPE.base.png,png,20752,"",2011-11-12,10,41,PHO,,1,
686,9,090625_I637_FC42CLMAAXX_L6_PHOlcpDAADEAAPE.qual.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEAAPE/090625_I637_FC42CLMAAXX_L6_PHOlcpDAADEAAPE.qual.png,png,12965,"",2011-11-12,10,41,PHO,,0,
689,9,090705_I354_FC42CH3AAXX_L2_PHOlcpDAADEAAPE.base.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEAAPE/090705_I354_FC42CH3AAXX_L2_PHOlcpDAADEAAPE.base.png,png,16129,"",2011-11-12,10,41,PHO,,0,
690,9,090705_I354_FC42CH3AAXX_L2_PHOlcpDAADEAAPE.qual.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEAAPE/090705_I354_FC42CH3AAXX_L2_PHOlcpDAADEAAPE.qual.png,png,12939,"",2011-11-12,10,41,PHO,,0,
693,9,090705_I354_FC42CH3AAXX_L3_PHOlcpDAADEAAPE.base.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEAAPE/090705_I354_FC42CH3AAXX_L3_PHOlcpDAADEAAPE.base.png,png,15579,"",2011-11-12,10,41,PHO,,0,
694,9,090705_I354_FC42CH3AAXX_L3_PHOlcpDAADEAAPE.qual.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEAAPE/090705_I354_FC42CH3AAXX_L3_PHOlcpDAADEAAPE.qual.png,png,12980,"",2011-11-12,10,41,PHO,,0,
697,9,090705_I637_FC42CJRAAXX_L3_PHOlcpDAADEAAPE.base.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEAAPE/090705_I637_FC42CJRAAXX_L3_PHOlcpDAADEAAPE.base.png,png,15509,"",2011-11-12,10,41,PHO,,0,
698,9,090705_I637_FC42CJRAAXX_L3_PHOlcpDAADEAAPE.qual.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEAAPE/090705_I637_FC42CJRAAXX_L3_PHOlcpDAADEAAPE.qual.png,png,13094,"",2011-11-12,10,41,PHO,,0,
701,9,090705_I637_FC42CJRAAXX_L4_PHOlcpDAADEAAPE.base.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEAAPE/090705_I637_FC42CJRAAXX_L4_PHOlcpDAADEAAPE.base.png,png,15599,"",2011-11-12,10,41,PHO,,0,
702,9,090705_I637_FC42CJRAAXX_L4_PHOlcpDAADEAAPE.qual.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEAAPE/090705_I637_FC42CJRAAXX_L4_PHOlcpDAADEAAPE.qual.png,png,13087,"",2011-11-12,10,41,PHO,,0,
705,9,090705_I638_FC42CKDAAXX_L6_PHOlcpDAADEAAPE.base.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEAAPE/090705_I638_FC42CKDAAXX_L6_PHOlcpDAADEAAPE.base.png,png,15633,"",2011-11-12,10,41,PHO,,0,
706,9,090705_I638_FC42CKDAAXX_L6_PHOlcpDAADEAAPE.qual.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEAAPE/090705_I638_FC42CKDAAXX_L6_PHOlcpDAADEAAPE.qual.png,png,12955,"",2011-11-12,10,41,PHO,,0,
709,9,090705_I80_FC42CKLAAXX_L2_PHOlcpDAADEAAPE.base.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEAAPE/090705_I80_FC42CKLAAXX_L2_PHOlcpDAADEAAPE.base.png,png,16119,"",2011-11-12,10,41,PHO,,0,
710,9,090705_I80_FC42CKLAAXX_L2_PHOlcpDAADEAAPE.qual.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEAAPE/090705_I80_FC42CKLAAXX_L2_PHOlcpDAADEAAPE.qual.png,png,13563,"",2011-11-12,10,41,PHO,,0,
713,9,090705_I80_FC42CKLAAXX_L3_PHOlcpDAADEAAPE.base.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEAAPE/090705_I80_FC42CKLAAXX_L3_PHOlcpDAADEAAPE.base.png,png,15861,"",2011-11-12,10,41,PHO,,0,
714,9,090705_I80_FC42CKLAAXX_L3_PHOlcpDAADEAAPE.qual.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEAAPE/090705_I80_FC42CKLAAXX_L3_PHOlcpDAADEAAPE.qual.png,png,13297,"",2011-11-12,10,41,PHO,,0,
717,9,090709_I352_FC42CLNAAXX_L2_PHOlcpDAADEAAPE.base.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEAAPE/090709_I352_FC42CLNAAXX_L2_PHOlcpDAADEAAPE.base.png,png,15686,"",2011-11-12,10,41,PHO,,0,
718,9,090709_I352_FC42CLNAAXX_L2_PHOlcpDAADEAAPE.qual.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEAAPE/090709_I352_FC42CLNAAXX_L2_PHOlcpDAADEAAPE.qual.png,png,13069,"",2011-11-12,10,41,PHO,,0,
721,9,090709_I352_FC42CLNAAXX_L3_PHOlcpDAADEAAPE.base.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEAAPE/090709_I352_FC42CLNAAXX_L3_PHOlcpDAADEAAPE.base.png,png,15680,"",2011-11-12,10,41,PHO,,0,
722,9,090709_I352_FC42CLNAAXX_L3_PHOlcpDAADEAAPE.qual.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEAAPE/090709_I352_FC42CLNAAXX_L3_PHOlcpDAADEAAPE.qual.png,png,13052,"",2011-11-12,10,41,PHO,,0,
725,9,090709_I352_FC42CLNAAXX_L4_PHOlcpDAADEAAPE.base.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEAAPE/090709_I352_FC42CLNAAXX_L4_PHOlcpDAADEAAPE.base.png,png,15720,"",2011-11-12,10,41,PHO,,0,
726,9,090709_I352_FC42CLNAAXX_L4_PHOlcpDAADEAAPE.qual.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEAAPE/090709_I352_FC42CLNAAXX_L4_PHOlcpDAADEAAPE.qual.png,png,13072,"",2011-11-12,10,41,PHO,,0,
729,9,090625_I637_FC42CLMAAXX_L7_PHOlcpDAADEBAPE.base.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEBAPE/090625_I637_FC42CLMAAXX_L7_PHOlcpDAADEBAPE.base.png,png,19499,"",2011-11-12,10,41,PHO,,0,
730,9,090625_I637_FC42CLMAAXX_L7_PHOlcpDAADEBAPE.qual.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEBAPE/090625_I637_FC42CLMAAXX_L7_PHOlcpDAADEBAPE.qual.png,png,12794,"",2011-11-12,10,41,PHO,,0,
733,9,090705_I354_FC42CH3AAXX_L7_PHOlcpDAADEBAPE.base.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEBAPE/090705_I354_FC42CH3AAXX_L7_PHOlcpDAADEBAPE.base.png,png,15224,"",2011-11-12,10,41,PHO,,0,
734,9,090705_I354_FC42CH3AAXX_L7_PHOlcpDAADEBAPE.qual.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEBAPE/090705_I354_FC42CH3AAXX_L7_PHOlcpDAADEBAPE.qual.png,png,12907,"",2011-11-12,10,41,PHO,,0,
737,9,090705_I637_FC42CJRAAXX_L5_PHOlcpDAADEBAPE.base.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEBAPE/090705_I637_FC42CJRAAXX_L5_PHOlcpDAADEBAPE.base.png,png,15738,"",2011-11-12,10,41,PHO,,0,
738,9,090705_I637_FC42CJRAAXX_L5_PHOlcpDAADEBAPE.qual.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEBAPE/090705_I637_FC42CJRAAXX_L5_PHOlcpDAADEBAPE.qual.png,png,12963,"",2011-11-12,10,41,PHO,,0,
741,9,090705_I637_FC42CJRAAXX_L6_PHOlcpDAADEBAPE.base.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEBAPE/090705_I637_FC42CJRAAXX_L6_PHOlcpDAADEBAPE.base.png,png,15772,"",2011-11-12,10,41,PHO,,0,
742,9,090705_I637_FC42CJRAAXX_L6_PHOlcpDAADEBAPE.qual.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEBAPE/090705_I637_FC42CJRAAXX_L6_PHOlcpDAADEBAPE.qual.png,png,13018,"",2011-11-12,10,41,PHO,,0,
745,9,090705_I637_FC42CJRAAXX_L7_PHOlcpDAADEBAPE.base.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEBAPE/090705_I637_FC42CJRAAXX_L7_PHOlcpDAADEBAPE.base.png,png,15569,"",2011-11-12,10,41,PHO,,0,
746,9,090705_I637_FC42CJRAAXX_L7_PHOlcpDAADEBAPE.qual.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEBAPE/090705_I637_FC42CJRAAXX_L7_PHOlcpDAADEBAPE.qual.png,png,13006,"",2011-11-12,10,41,PHO,,0,
749,9,090705_I638_FC42CKDAAXX_L4_PHOlcpDAADEBAPE.base.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEBAPE/090705_I638_FC42CKDAAXX_L4_PHOlcpDAADEBAPE.base.png,png,15522,"",2011-11-12,10,41,PHO,,0,
750,9,090705_I638_FC42CKDAAXX_L4_PHOlcpDAADEBAPE.qual.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEBAPE/090705_I638_FC42CKDAAXX_L4_PHOlcpDAADEBAPE.qual.png,png,12876,"",2011-11-12,10,41,PHO,,0,
753,9,090709_I352_FC42CLNAAXX_L5_PHOlcpDAADEBAPE.base.png,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/Raw_data/PHOlcpDAADEBAPE/090709_I352_FC42CLNAAXX_L5_PHOlcpDAADEBAPE.base.png,png,15441,"",2011-11-12,10,41,PHO,,0,
